age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;prob_class_1
48;management;married;tertiary;no;7867;yes;yes;unknown;30;may;306;3;-1;0;unknown;0.0027981915
39;blue-collar;married;secondary;no;123;yes;no;unknown;30;may;81;3;-1;0;unknown;0.00079512584
32;admin.;married;secondary;no;-540;yes;yes;unknown;30;may;53;7;-1;0;unknown;0.00044668865
51;blue-collar;married;primary;no;610;yes;yes;unknown;30;may;436;3;-1;0;unknown;0.01632042
47;blue-collar;married;primary;no;1092;no;yes;unknown;30;may;41;8;-1;0;unknown;0.002153494
59;management;single;tertiary;no;266;yes;no;unknown;30;may;147;2;-1;0;unknown;0.0039751837
41;blue-collar;married;primary;no;0;yes;no;unknown;30;may;232;3;-1;0;unknown;0.0013850807
50;blue-collar;married;secondary;no;2641;yes;no;unknown;30;may;97;3;-1;0;unknown;0.0012594062
55;management;married;tertiary;no;1267;yes;no;unknown;30;may;82;2;-1;0;unknown;0.0018611593
26;housemaid;single;secondary;no;229;yes;no;unknown;30;may;60;16;-1;0;unknown;0.0004934526
53;blue-collar;married;secondary;no;1103;yes;yes;unknown;30;may;163;4;-1;0;unknown;0.0012245143
36;management;married;tertiary;no;2609;yes;no;unknown;30;may;141;9;-1;0;unknown;0.0020208037
54;blue-collar;married;secondary;no;3782;yes;no;unknown;30;may;211;4;-1;0;unknown;0.0025703888
39;management;married;tertiary;no;568;yes;yes;unknown;30;may;206;3;-1;0;unknown;0.0024198627
40;blue-collar;married;primary;no;68;yes;no;unknown;30;may;170;19;-1;0;unknown;0.0009451659
36;management;married;secondary;no;80;yes;no;unknown;30;may;251;3;-1;0;unknown;0.0017230543
32;admin.;divorced;secondary;no;-417;no;no;unknown;30;may;25;5;-1;0;unknown;0.00052483066
37;technician;single;secondary;no;2544;yes;no;unknown;30;may;120;3;-1;0;unknown;0.0013107031
54;blue-collar;married;secondary;no;5210;yes;yes;unknown;30;may;123;4;-1;0;unknown;0.00063372066
34;blue-collar;married;primary;no;905;yes;no;unknown;30;may;28;8;-1;0;unknown;0.00042811007
27;blue-collar;married;primary;no;416;yes;no;unknown;30;may;1193;2;-1;0;unknown;0.60229415
35;blue-collar;single;tertiary;no;573;no;no;unknown;30;may;116;3;-1;0;unknown;0.0046129692
37;admin.;divorced;secondary;no;0;yes;no;unknown;30;may;127;5;-1;0;unknown;0.0010185154
41;blue-collar;single;secondary;no;304;yes;no;unknown;30;may;395;2;-1;0;unknown;0.023814145
38;self-employed;married;secondary;no;-10;no;no;unknown;2;jun;137;7;-1;0;unknown;0.002038565
49;technician;married;secondary;no;6312;yes;no;unknown;2;jun;93;2;-1;0;unknown;0.0034797993
59;management;married;primary;no;396;yes;no;unknown;2;jun;72;3;-1;0;unknown;0.0018163413
44;services;married;secondary;no;26;yes;no;unknown;2;jun;119;9;-1;0;unknown;0.0022646647
37;management;married;tertiary;no;34;yes;no;unknown;2;jun;100;2;-1;0;unknown;0.0024732442
34;blue-collar;married;primary;no;147;yes;no;unknown;2;jun;80;3;-1;0;unknown;0.0037760483
58;retired;married;secondary;no;25;yes;no;unknown;2;jun;132;2;-1;0;unknown;0.0040515685
39;blue-collar;married;secondary;no;280;yes;no;unknown;2;jun;147;3;-1;0;unknown;0.0028905154
40;technician;married;secondary;no;335;yes;no;unknown;2;jun;140;3;-1;0;unknown;0.0030585916
33;technician;single;secondary;no;1994;yes;no;unknown;2;jun;57;9;-1;0;unknown;0.00062809733
43;admin.;divorced;secondary;no;777;yes;no;unknown;2;jun;130;2;-1;0;unknown;0.004183974
43;entrepreneur;married;secondary;no;641;yes;yes;unknown;2;jun;251;4;-1;0;unknown;0.0041665807
36;management;single;tertiary;yes;-559;yes;no;unknown;2;jun;71;2;-1;0;unknown;0.0022055223
31;admin.;single;secondary;no;17;yes;no;unknown;2;jun;52;3;-1;0;unknown;0.00036156538
41;services;married;secondary;no;-141;yes;yes;unknown;2;jun;243;3;-1;0;unknown;0.0021172352
47;services;married;primary;no;1095;no;yes;unknown;2;jun;357;2;-1;0;unknown;0.00778325
39;management;married;tertiary;no;177;yes;yes;unknown;2;jun;243;4;-1;0;unknown;0.0038272804
56;blue-collar;married;primary;no;186;yes;no;unknown;2;jun;108;4;-1;0;unknown;0.0023939118
50;management;married;tertiary;no;332;yes;no;unknown;2;jun;68;4;-1;0;unknown;0.0039006579
42;admin.;single;tertiary;no;519;yes;no;unknown;2;jun;150;3;-1;0;unknown;0.0060651577
48;services;married;primary;yes;-583;yes;no;unknown;2;jun;25;7;-1;0;unknown;0.0003543475
29;technician;married;secondary;no;1097;yes;no;unknown;2;jun;90;3;-1;0;unknown;0.003454006
37;blue-collar;married;primary;no;89;yes;no;unknown;2;jun;51;4;-1;0;unknown;0.00015906882
31;technician;single;tertiary;no;-167;yes;no;unknown;2;jun;41;5;-1;0;unknown;0.0006319724
50;blue-collar;divorced;secondary;no;571;yes;no;unknown;2;jun;88;4;-1;0;unknown;0.0036262188
36;management;married;tertiary;no;596;yes;no;unknown;2;jun;372;2;-1;0;unknown;0.03051358
27;blue-collar;single;secondary;no;535;yes;no;unknown;2;jun;360;2;-1;0;unknown;0.0120204305
55;technician;single;secondary;no;3339;yes;no;unknown;2;jun;63;1;-1;0;unknown;0.0042896825
39;management;divorced;tertiary;no;2193;yes;yes;unknown;2;jun;550;3;-1;0;unknown;0.14875656
48;admin.;divorced;secondary;no;771;yes;no;unknown;2;jun;133;1;-1;0;unknown;0.004183974
49;technician;divorced;secondary;yes;-757;yes;yes;unknown;2;jun;68;1;-1;0;unknown;0.0012951832
30;management;single;secondary;no;308;yes;yes;unknown;2;jun;175;2;-1;0;unknown;0.0035443588
53;blue-collar;married;primary;no;256;yes;no;unknown;2;jun;202;1;-1;0;unknown;0.002704931
31;technician;single;tertiary;no;3729;yes;no;unknown;2;jun;192;8;-1;0;unknown;0.008723977
43;admin.;divorced;secondary;no;15511;yes;no;unknown;2;jun;484;1;-1;0;unknown;0.0731122
43;management;single;secondary;no;1029;yes;no;unknown;2;jun;145;1;-1;0;unknown;0.0045139045
48;blue-collar;divorced;primary;no;323;no;no;unknown;2;jun;230;2;-1;0;unknown;0.0089223655
44;entrepreneur;married;tertiary;no;307;yes;no;unknown;2;jun;338;2;-1;0;unknown;0.0069381585
39;technician;married;secondary;no;1965;yes;no;unknown;2;jun;65;1;-1;0;unknown;0.0016898665
29;entrepreneur;married;secondary;no;291;yes;no;unknown;2;jun;205;3;-1;0;unknown;0.0031587728
46;blue-collar;married;primary;no;938;yes;no;unknown;2;jun;92;2;-1;0;unknown;0.0032938186
39;management;married;tertiary;no;756;yes;no;unknown;2;jun;268;1;-1;0;unknown;0.005994596
53;blue-collar;married;primary;no;1942;yes;no;unknown;2;jun;185;2;-1;0;unknown;0.00575625
40;admin.;single;secondary;no;2378;yes;no;unknown;2;jun;65;1;-1;0;unknown;0.002510243
52;blue-collar;married;secondary;no;0;no;no;unknown;2;jun;163;1;-1;0;unknown;0.0027180123
48;management;divorced;tertiary;no;5041;yes;no;unknown;2;jun;362;1;-1;0;unknown;0.008575832
50;management;married;secondary;no;628;no;yes;unknown;2;jun;367;3;-1;0;unknown;0.028265089
49;self-employed;married;secondary;no;294;yes;no;unknown;2;jun;230;3;-1;0;unknown;0.0051252996
34;blue-collar;married;secondary;no;516;yes;yes;unknown;2;jun;26;1;-1;0;unknown;0.0031580357
33;technician;single;secondary;no;-244;yes;no;unknown;2;jun;63;2;-1;0;unknown;0.0058703343
39;management;married;tertiary;no;22;yes;no;unknown;2;jun;493;1;-1;0;unknown;0.10277718
49;entrepreneur;married;tertiary;no;18904;yes;no;unknown;2;jun;113;3;-1;0;unknown;0.0039430014
40;blue-collar;married;primary;no;540;yes;no;unknown;2;jun;21;1;-1;0;unknown;0.00039019692
38;technician;single;secondary;no;615;yes;no;unknown;2;jun;215;1;-1;0;unknown;0.0051835543
24;management;single;secondary;no;86;no;no;unknown;2;jun;1075;2;-1;0;unknown;0.36199984
39;blue-collar;single;secondary;no;4143;yes;yes;unknown;2;jun;21;1;-1;0;unknown;0.005391163
32;blue-collar;married;secondary;no;14;yes;no;unknown;2;jun;171;1;-1;0;unknown;0.002166968
39;management;married;tertiary;no;2763;yes;no;unknown;2;jun;526;2;-1;0;unknown;0.15984315
31;blue-collar;married;secondary;no;0;yes;no;unknown;2;jun;245;1;-1;0;unknown;0.0042148554
34;admin.;married;primary;no;239;yes;no;unknown;2;jun;107;2;-1;0;unknown;0.0027521022
36;services;married;secondary;no;2984;yes;no;unknown;2;jun;394;1;-1;0;unknown;0.039644457
46;blue-collar;married;secondary;no;3696;yes;no;unknown;2;jun;161;2;-1;0;unknown;0.006166636
59;retired;divorced;tertiary;no;4;yes;no;unknown;2;jun;517;2;-1;0;unknown;0.24109103
32;management;single;secondary;no;249;yes;no;unknown;2;jun;258;1;-1;0;unknown;0.005788451
41;blue-collar;married;primary;no;143;yes;yes;unknown;2;jun;659;2;-1;0;unknown;0.42997167
31;blue-collar;married;secondary;no;191;yes;no;unknown;2;jun;40;1;-1;0;unknown;0.00019239841
31;blue-collar;married;secondary;no;1358;yes;no;unknown;2;jun;527;1;-1;0;unknown;0.14324236
32;management;single;unknown;no;3044;yes;no;unknown;2;jun;651;1;-1;0;unknown;0.13857017
38;blue-collar;single;secondary;no;4;yes;no;unknown;2;jun;129;1;-1;0;unknown;0.0035218818
36;self-employed;single;tertiary;no;3560;no;no;unknown;2;jun;409;2;-1;0;unknown;0.04106022
45;technician;divorced;secondary;no;1309;yes;no;unknown;2;jun;144;2;-1;0;unknown;0.004260413
35;admin.;married;secondary;no;-488;yes;no;unknown;2;jun;97;4;-1;0;unknown;0.0022889378
35;services;divorced;secondary;no;440;yes;no;unknown;2;jun;101;1;-1;0;unknown;0.004617429
44;services;married;secondary;no;808;yes;no;unknown;2;jun;67;2;-1;0;unknown;0.0013622417
39;admin.;single;secondary;no;2854;yes;no;unknown;2;jun;64;1;-1;0;unknown;0.0024443981
36;blue-collar;married;primary;no;1244;yes;no;unknown;2;jun;143;1;-1;0;unknown;0.005453416
34;technician;married;tertiary;no;691;yes;yes;unknown;2;jun;70;1;-1;0;unknown;0.0016093303
36;services;married;primary;no;0;yes;no;unknown;2;jun;1036;1;-1;0;unknown;0.34843186
38;entrepreneur;married;secondary;no;3249;yes;no;unknown;2;jun;384;1;-1;0;unknown;0.03374376
45;services;married;secondary;no;759;yes;no;unknown;2;jun;172;2;-1;0;unknown;0.0026210034
29;management;single;tertiary;no;144;yes;no;unknown;2;jun;105;3;-1;0;unknown;0.0054931934
39;services;divorced;secondary;no;892;yes;no;unknown;2;jun;26;1;-1;0;unknown;0.00059937616
32;services;married;secondary;no;109;yes;no;unknown;2;jun;364;13;-1;0;unknown;0.009505855
35;housemaid;single;tertiary;no;608;yes;yes;unknown;2;jun;227;1;-1;0;unknown;0.0059981234
51;admin.;married;secondary;no;1415;yes;no;unknown;2;jun;151;3;-1;0;unknown;0.0035030523
35;blue-collar;married;secondary;no;314;yes;no;unknown;2;jun;464;1;-1;0;unknown;0.05744533
57;retired;married;primary;yes;-1480;yes;no;unknown;2;jun;319;5;-1;0;unknown;0.0044982987
32;technician;married;secondary;no;0;no;no;unknown;2;jun;68;21;-1;0;unknown;0.0009082555
34;admin.;married;secondary;no;3487;yes;no;unknown;2;jun;464;1;-1;0;unknown;0.040310577
32;entrepreneur;married;primary;no;56;no;no;unknown;2;jun;389;1;-1;0;unknown;0.032178618
33;technician;single;secondary;no;374;yes;yes;unknown;2;jun;185;1;-1;0;unknown;0.003747031
38;blue-collar;married;primary;no;451;yes;no;unknown;2;jun;128;3;-1;0;unknown;0.0029861347
37;services;married;secondary;no;741;yes;no;unknown;2;jun;88;2;-1;0;unknown;0.0026342585
31;unemployed;single;secondary;no;8;yes;no;unknown;2;jun;123;1;-1;0;unknown;0.003926591
55;retired;married;secondary;no;3948;no;no;unknown;2;jun;266;2;-1;0;unknown;0.009649534
33;blue-collar;single;secondary;no;231;yes;no;unknown;2;jun;466;1;-1;0;unknown;0.0692252
31;blue-collar;single;primary;no;859;yes;no;unknown;2;jun;80;1;-1;0;unknown;0.00362605
39;blue-collar;married;primary;no;1802;yes;no;unknown;2;jun;490;1;-1;0;unknown;0.087809995
31;blue-collar;married;primary;no;298;yes;yes;unknown;2;jun;232;1;-1;0;unknown;0.0039538993
42;technician;married;secondary;no;3472;yes;no;unknown;2;jun;61;2;-1;0;unknown;0.000504316
28;admin.;single;secondary;no;1076;yes;no;unknown;2;jun;537;5;-1;0;unknown;0.203919
30;management;married;tertiary;no;732;yes;no;unknown;2;jun;231;1;-1;0;unknown;0.0065765185
33;management;divorced;secondary;no;1897;yes;yes;unknown;2;jun;197;1;-1;0;unknown;0.0035331638
50;blue-collar;married;secondary;no;1985;yes;no;unknown;2;jun;464;2;-1;0;unknown;0.055540685
36;blue-collar;married;primary;no;1861;yes;no;unknown;2;jun;281;1;-1;0;unknown;0.0052718637
32;management;single;tertiary;no;3237;yes;no;unknown;2;jun;447;2;-1;0;unknown;0.029686606
36;technician;single;secondary;no;1614;yes;no;unknown;2;jun;164;1;-1;0;unknown;0.004127809
31;blue-collar;married;secondary;no;-45;yes;no;unknown;2;jun;184;1;-1;0;unknown;0.0025012053
33;services;married;secondary;no;847;yes;no;unknown;2;jun;127;1;-1;0;unknown;0.0029375553
35;management;married;secondary;no;1825;yes;no;unknown;2;jun;42;1;-1;0;unknown;0.00043197087
29;technician;married;secondary;no;493;yes;yes;unknown;2;jun;132;6;-1;0;unknown;0.0023567697
35;blue-collar;married;secondary;no;80;yes;yes;unknown;2;jun;579;2;-1;0;unknown;0.17850815
27;self-employed;single;tertiary;no;1237;yes;yes;unknown;2;jun;535;4;-1;0;unknown;0.13302998
31;blue-collar;married;secondary;no;3659;no;no;unknown;2;jun;180;1;-1;0;unknown;0.0074275956
32;management;single;tertiary;no;1834;yes;no;unknown;2;jun;159;1;-1;0;unknown;0.0055684564
44;entrepreneur;divorced;secondary;no;-143;yes;no;unknown;2;jun;66;6;-1;0;unknown;0.0012857628
30;blue-collar;married;secondary;no;360;yes;yes;unknown;2;jun;239;1;-1;0;unknown;0.004459725
35;technician;single;tertiary;no;1104;yes;yes;unknown;2;jun;95;1;-1;0;unknown;0.0036239694
38;blue-collar;single;primary;no;522;yes;no;unknown;2;jun;156;1;-1;0;unknown;0.0038510954
38;blue-collar;married;primary;no;6843;no;no;unknown;2;jun;89;1;-1;0;unknown;0.006424373
37;unemployed;single;secondary;no;756;yes;no;unknown;2;jun;74;1;-1;0;unknown;0.002157577
39;management;single;tertiary;no;1682;yes;no;unknown;2;jun;174;1;-1;0;unknown;0.0055471146
38;management;single;tertiary;no;900;yes;no;unknown;2;jun;156;1;-1;0;unknown;0.0055471146
36;blue-collar;married;secondary;no;426;yes;no;unknown;2;jun;59;3;-1;0;unknown;0.00021908831
51;management;divorced;tertiary;no;6;no;no;unknown;2;jun;193;4;-1;0;unknown;0.005636743
32;technician;married;secondary;no;696;yes;no;unknown;2;jun;815;1;-1;0;unknown;0.36252278
32;blue-collar;single;primary;no;2507;yes;no;unknown;2;jun;215;1;-1;0;unknown;0.0083539095
35;services;married;secondary;no;152;yes;no;unknown;2;jun;563;1;-1;0;unknown;0.25767443
31;entrepreneur;single;tertiary;no;247;yes;yes;unknown;2;jun;273;1;-1;0;unknown;0.0064099105
31;admin.;single;tertiary;no;7505;yes;yes;unknown;2;jun;258;1;-1;0;unknown;0.0075393086
31;blue-collar;single;secondary;no;4415;yes;no;unknown;2;jun;329;1;-1;0;unknown;0.0064887763
30;blue-collar;married;primary;no;4;yes;no;unknown;2;jun;34;1;-1;0;unknown;0.000362852
33;management;married;tertiary;no;0;yes;no;unknown;2;jun;223;1;-1;0;unknown;0.0024444493
31;management;single;tertiary;no;1475;yes;yes;unknown;2;jun;76;1;-1;0;unknown;0.0029316829
34;blue-collar;married;primary;no;-20;yes;no;unknown;2;jun;920;2;-1;0;unknown;0.24357659
37;blue-collar;married;primary;no;3574;yes;no;unknown;2;jun;152;2;-1;0;unknown;0.005978998
31;admin.;married;secondary;no;717;yes;no;unknown;2;jun;130;1;-1;0;unknown;0.0029356927
30;technician;single;secondary;no;518;yes;no;unknown;2;jun;21;1;-1;0;unknown;0.0010943016
37;blue-collar;married;primary;no;1720;yes;no;unknown;2;jun;118;1;-1;0;unknown;0.005312291
35;services;married;secondary;no;5029;yes;yes;unknown;2;jun;369;2;-1;0;unknown;0.027384063
33;blue-collar;married;secondary;no;395;yes;no;unknown;2;jun;122;1;-1;0;unknown;0.003298521
33;blue-collar;married;primary;no;3868;yes;no;unknown;2;jun;445;1;-1;0;unknown;0.022225702
31;blue-collar;single;secondary;no;334;yes;yes;unknown;2;jun;425;2;-1;0;unknown;0.038007956
30;self-employed;single;tertiary;no;578;yes;no;unknown;2;jun;142;4;-1;0;unknown;0.006003519
37;technician;married;secondary;no;410;yes;yes;unknown;2;jun;317;6;-1;0;unknown;0.0038334213
35;management;single;tertiary;no;0;yes;no;unknown;2;jun;184;1;-1;0;unknown;0.0033005676
33;technician;single;secondary;no;77;yes;yes;unknown;2;jun;354;1;-1;0;unknown;0.004751615
41;blue-collar;married;secondary;no;114;yes;no;unknown;2;jun;82;3;-1;0;unknown;0.003961062
46;services;married;secondary;no;4780;yes;no;unknown;2;jun;105;3;-1;0;unknown;0.0037049444
34;management;single;tertiary;no;0;yes;no;unknown;2;jun;83;1;-1;0;unknown;0.004229569
38;blue-collar;married;secondary;no;502;yes;no;unknown;2;jun;209;2;-1;0;unknown;0.003693634
41;services;married;secondary;no;1027;yes;no;unknown;2;jun;53;2;-1;0;unknown;0.0002555755
30;blue-collar;married;secondary;no;579;yes;yes;unknown;2;jun;381;2;-1;0;unknown;0.035177927
60;self-employed;single;secondary;no;312;yes;no;unknown;2;jun;210;2;-1;0;unknown;0.011120964
33;management;divorced;tertiary;no;166;yes;no;unknown;2;jun;278;1;-1;0;unknown;0.0054661063
55;blue-collar;single;primary;no;1187;yes;no;unknown;2;jun;193;2;-1;0;unknown;0.007412456
32;technician;married;secondary;no;1242;yes;no;unknown;2;jun;183;3;-1;0;unknown;0.0031336008
31;technician;married;tertiary;no;15;no;no;unknown;2;jun;389;1;-1;0;unknown;0.042909127
34;self-employed;single;tertiary;no;72;yes;no;unknown;2;jun;69;1;-1;0;unknown;0.0022549338
37;blue-collar;married;secondary;no;489;yes;no;unknown;2;jun;24;1;-1;0;unknown;0.00060469063
35;admin.;married;secondary;no;1098;yes;yes;unknown;2;jun;143;2;-1;0;unknown;0.0024532066
40;technician;married;secondary;yes;34;yes;no;unknown;2;jun;68;1;-1;0;unknown;0.0011045744
32;technician;single;tertiary;no;257;yes;no;unknown;2;jun;183;5;-1;0;unknown;0.0062024444
60;retired;divorced;tertiary;no;-79;yes;no;unknown;2;jun;49;1;-1;0;unknown;0.0011879355
31;management;single;tertiary;no;684;yes;yes;unknown;2;jun;148;2;-1;0;unknown;0.0048908726
33;services;married;secondary;no;109;yes;no;unknown;2;jun;54;4;-1;0;unknown;0.00023032218
37;blue-collar;single;secondary;no;3561;yes;no;unknown;2;jun;98;1;-1;0;unknown;0.008405924
56;retired;married;secondary;no;-1;yes;no;unknown;2;jun;45;1;-1;0;unknown;0.0003736449
29;admin.;single;secondary;no;2768;yes;no;unknown;2;jun;121;4;-1;0;unknown;0.006350962
42;blue-collar;married;secondary;no;-21;no;no;unknown;2;jun;377;1;-1;0;unknown;0.021734139
32;technician;divorced;secondary;no;-399;yes;no;unknown;2;jun;180;1;-1;0;unknown;0.002913088
61;retired;married;primary;no;-156;yes;yes;unknown;2;jun;283;5;-1;0;unknown;0.003309115
42;blue-collar;married;secondary;no;-755;yes;yes;unknown;2;jun;312;1;-1;0;unknown;0.0033731803
40;services;married;secondary;no;-80;yes;no;unknown;2;jun;147;1;-1;0;unknown;0.0016527725
31;technician;single;tertiary;no;932;yes;no;unknown;2;jun;169;1;-1;0;unknown;0.006897949
34;blue-collar;married;secondary;no;-304;yes;yes;unknown;2;jun;178;4;-1;0;unknown;0.0014223387
30;admin.;married;secondary;no;667;yes;no;unknown;2;jun;154;2;-1;0;unknown;0.0027333405
34;self-employed;married;primary;no;712;yes;no;unknown;2;jun;326;3;-1;0;unknown;0.0037350545
35;blue-collar;married;secondary;no;1088;yes;no;unknown;2;jun;362;2;-1;0;unknown;0.006412304
27;services;single;secondary;no;1;yes;yes;unknown;2;jun;162;3;-1;0;unknown;0.0043548294
53;self-employed;married;tertiary;no;1907;yes;no;unknown;2;jun;72;3;-1;0;unknown;0.0035187805
29;admin.;single;secondary;no;315;yes;no;unknown;2;jun;121;4;-1;0;unknown;0.0060702795
36;management;single;tertiary;no;-78;yes;no;unknown;2;jun;1068;1;-1;0;unknown;0.4908592
26;blue-collar;single;secondary;no;539;yes;no;unknown;2;jun;599;2;-1;0;unknown;0.21449716
35;management;married;tertiary;no;1193;yes;no;unknown;2;jun;101;2;-1;0;unknown;0.00371071
33;blue-collar;single;secondary;no;213;yes;no;unknown;2;jun;163;2;-1;0;unknown;0.0038201204
44;admin.;married;secondary;no;238;yes;yes;unknown;2;jun;306;4;-1;0;unknown;0.00436895
34;blue-collar;divorced;secondary;no;336;yes;no;unknown;2;jun;313;2;-1;0;unknown;0.0055919024
30;student;single;unknown;no;809;no;no;unknown;2;jun;91;2;-1;0;unknown;0.0051645916
60;entrepreneur;married;secondary;no;2525;yes;no;unknown;2;jun;94;4;-1;0;unknown;0.0052177
32;housemaid;married;tertiary;no;10;yes;no;unknown;2;jun;658;2;-1;0;unknown;0.28680512
59;admin.;divorced;secondary;no;3304;yes;no;unknown;2;jun;250;2;-1;0;unknown;0.007289685
40;blue-collar;married;primary;no;98;yes;no;unknown;2;jun;193;5;-1;0;unknown;0.002366285
34;technician;single;secondary;no;399;yes;no;unknown;2;jun;493;3;-1;0;unknown;0.09378016
31;admin.;married;secondary;no;-581;yes;no;unknown;2;jun;562;3;-1;0;unknown;0.1851427
52;management;married;secondary;no;218;yes;no;unknown;2;jun;490;12;-1;0;unknown;0.11182151
52;admin.;married;secondary;no;101;yes;yes;unknown;2;jun;140;4;-1;0;unknown;0.0019286998
44;technician;married;secondary;no;0;no;no;unknown;2;jun;302;1;-1;0;unknown;0.00568291
39;management;married;tertiary;no;0;yes;no;unknown;2;jun;46;2;-1;0;unknown;0.00025855383
34;admin.;married;secondary;no;287;yes;no;unknown;2;jun;149;8;-1;0;unknown;0.0026869157
50;technician;married;secondary;no;669;yes;no;unknown;2;jun;88;1;-1;0;unknown;0.0028081508
26;services;single;secondary;no;1050;yes;no;unknown;2;jun;118;3;-1;0;unknown;0.006687448
35;technician;married;secondary;no;1707;yes;no;unknown;2;jun;426;3;-1;0;unknown;0.03557093
35;management;married;tertiary;no;867;yes;no;unknown;2;jun;230;3;-1;0;unknown;0.0054854024
35;blue-collar;married;secondary;no;26;yes;no;unknown;2;jun;277;2;-1;0;unknown;0.0036725302
35;blue-collar;single;secondary;no;-41;yes;no;unknown;2;jun;169;1;-1;0;unknown;0.003905578
36;blue-collar;divorced;primary;no;117;yes;no;unknown;2;jun;123;4;-1;0;unknown;0.003274506
40;management;married;tertiary;no;1734;yes;no;unknown;2;jun;169;1;-1;0;unknown;0.0037024654
24;blue-collar;single;primary;no;147;yes;no;unknown;2;jun;102;2;-1;0;unknown;0.0066059986
25;services;single;secondary;no;229;yes;no;unknown;2;jun;214;2;-1;0;unknown;0.007292346
30;blue-collar;single;secondary;no;99;yes;no;unknown;2;jun;572;4;-1;0;unknown;0.21489961
31;blue-collar;married;secondary;no;0;no;no;unknown;2;jun;147;1;-1;0;unknown;0.0028873014
52;blue-collar;married;secondary;no;185;yes;no;unknown;2;jun;124;3;-1;0;unknown;0.002448293
34;management;married;tertiary;no;986;yes;no;unknown;2;jun;105;11;-1;0;unknown;0.0031667014
50;technician;married;secondary;no;0;yes;no;unknown;2;jun;171;2;-1;0;unknown;0.0020589808
38;blue-collar;single;secondary;no;577;yes;no;unknown;2;jun;50;2;-1;0;unknown;0.00032537844
34;unemployed;divorced;tertiary;yes;75;yes;no;unknown;2;jun;31;3;-1;0;unknown;0.00056613056
30;technician;single;tertiary;no;-111;no;no;unknown;2;jun;266;2;-1;0;unknown;0.013745119
30;technician;married;secondary;no;854;yes;no;unknown;2;jun;163;2;-1;0;unknown;0.0027333405
34;services;married;secondary;no;798;yes;no;unknown;2;jun;304;2;-1;0;unknown;0.004377126
37;services;married;secondary;no;580;yes;no;unknown;2;jun;469;2;-1;0;unknown;0.0540238
54;blue-collar;divorced;primary;no;2227;yes;no;unknown;2;jun;45;3;-1;0;unknown;0.00071100733
35;blue-collar;married;secondary;no;4731;yes;no;unknown;2;jun;249;2;-1;0;unknown;0.005671524
36;technician;divorced;secondary;no;-435;yes;no;unknown;2;jun;85;8;-1;0;unknown;0.002770524
26;technician;married;secondary;no;351;yes;no;unknown;2;jun;758;3;-1;0;unknown;0.3310444
34;blue-collar;married;secondary;no;8558;yes;no;unknown;2;jun;466;2;-1;0;unknown;0.025399555
43;admin.;married;secondary;no;6220;yes;no;unknown;2;jun;200;2;-1;0;unknown;0.0031794084
52;management;married;tertiary;no;19797;yes;no;unknown;2;jun;966;3;-1;0;unknown;0.32196346
35;management;single;tertiary;no;1632;yes;no;unknown;2;jun;430;2;-1;0;unknown;0.039109148
30;blue-collar;single;secondary;no;953;yes;no;unknown;2;jun;747;2;-1;0;unknown;0.56302655
41;blue-collar;married;secondary;no;795;yes;no;unknown;2;jun;147;1;-1;0;unknown;0.0032158424
34;technician;single;secondary;yes;264;no;no;unknown;2;jun;131;2;-1;0;unknown;0.0040522204
43;blue-collar;single;primary;no;-234;yes;yes;unknown;2;jun;541;1;-1;0;unknown;0.3084512
29;blue-collar;single;secondary;no;80;yes;yes;unknown;2;jun;281;4;-1;0;unknown;0.005067424
47;management;divorced;secondary;no;1208;yes;no;unknown;2;jun;339;7;-1;0;unknown;0.0065092756
39;technician;single;secondary;no;122;yes;no;unknown;2;jun;158;1;-1;0;unknown;0.0032464296
39;blue-collar;married;primary;no;2715;yes;no;unknown;2;jun;201;3;-1;0;unknown;0.006310832
48;admin.;married;secondary;no;749;yes;no;unknown;2;jun;56;3;-1;0;unknown;0.0003069484
31;blue-collar;married;secondary;no;1529;yes;no;unknown;2;jun;231;8;-1;0;unknown;0.0063568805
57;retired;married;secondary;no;12917;yes;no;unknown;2;jun;91;3;-1;0;unknown;0.004353599
50;management;divorced;tertiary;no;5164;yes;no;unknown;2;jun;146;4;-1;0;unknown;0.0056170397
34;blue-collar;divorced;secondary;no;1780;yes;no;unknown;2;jun;187;9;-1;0;unknown;0.007718932
34;services;single;secondary;no;-96;yes;no;unknown;2;jun;269;3;-1;0;unknown;0.0044198763
36;entrepreneur;married;tertiary;no;0;no;no;unknown;2;jun;87;3;-1;0;unknown;0.0026912175
38;management;married;tertiary;no;-239;yes;no;unknown;2;jun;221;2;-1;0;unknown;0.0021442815
32;technician;married;secondary;no;381;yes;no;unknown;2;jun;347;2;-1;0;unknown;0.0062793544
53;retired;married;secondary;no;-686;no;yes;unknown;2;jun;255;3;-1;0;unknown;0.0038672264
46;admin.;single;secondary;no;13;no;no;unknown;2;jun;71;4;-1;0;unknown;0.0012055201
30;technician;married;secondary;no;173;yes;no;unknown;2;jun;184;3;-1;0;unknown;0.002030388
35;blue-collar;single;secondary;no;-37;yes;yes;unknown;2;jun;276;2;-1;0;unknown;0.0047535053
49;blue-collar;married;primary;no;1032;yes;no;unknown;2;jun;41;5;-1;0;unknown;0.00021849545
39;admin.;single;secondary;no;2040;yes;no;unknown;2;jun;145;2;-1;0;unknown;0.0045139045
